# QGIS Generated Color Map Export File
INTERPOLATION:INTERPOLATED
-7000,0,0,255,255,203.15
-6925,0,4,249,255,203.9
-6850,0,9,243,255,204.65
-6775,1,13,237,255,205.4
-6700,1,18,231,255,206.15
-6625,1,22,225,255,206.9
-6550,1,27,219,255,207.65
-6475,1,31,213,255,208.4
-6400,2,36,207,255,209.15
-6325,2,40,201,255,209.9
-6250,2,45,195,255,210.65
-6175,2,49,189,255,211.4
-6100,2,54,183,255,212.15
-6025,3,58,177,255,212.9
-5950,3,63,171,255,213.65
-5875,3,67,165,255,214.4
-5800,3,72,159,255,215.15
-5725,3,76,153,255,215.9
-5650,4,81,147,255,216.65
-5575,4,85,141,255,217.4
-5500,4,90,135,255,218.15
-5425,4,94,129,255,218.9
-5350,4,98,123,255,219.65
-5275,5,103,117,255,220.4
-5200,5,107,111,255,221.15
-5125,5,112,105,255,221.9
-5050,5,116,99,255,222.65
-4975,5,121,93,255,223.4
-4900,6,125,87,255,224.15
-4825,6,130,81,255,224.9
-4750,6,134,75,255,225.65
-4675,6,139,69,255,226.4
-4600,6,143,63,255,227.15
-4525,7,148,57,255,227.9
-4450,7,152,51,255,228.65
-4375,7,157,45,255,229.4
-4300,7,161,39,255,230.15
-4225,7,166,33,255,230.9
-4150,8,170,27,255,231.65
-4075,8,175,21,255,232.4
-4000,8,179,15,255,233.15
-3925,14,181,15,255,233.9
-3850,20,183,14,255,234.65
-3775,27,185,14,255,235.4
-3700,33,187,14,255,236.15
-3625,39,189,13,255,236.9
-3550,45,190,13,255,237.65
-3475,51,192,12,255,238.4
-3400,57,194,12,255,239.15
-3325,64,196,12,255,239.9
-3250,70,198,11,255,240.65
-3175,76,200,11,255,241.4
-3100,82,202,11,255,242.15
-3025,88,204,10,255,242.9
-2950,94,206,10,255,243.65
-2875,101,208,9,255,244.4
-2800,107,209,9,255,245.15
-2725,113,211,9,255,245.9
-2650,119,213,8,255,246.65
-2575,125,215,8,255,247.4
-2500,132,217,8,255,248.15
-2425,138,219,7,255,248.9
-2350,144,221,7,255,249.65
-2275,150,223,6,255,250.4
-2200,156,225,6,255,251.15
-2125,162,227,6,255,251.9
-2050,169,228,5,255,252.65
-1975,175,230,5,255,253.4
-1900,181,232,5,255,254.15
-1825,187,234,4,255,254.9
-1750,193,236,4,255,255.65
-1675,199,238,3,255,256.4
-1600,206,240,3,255,257.15
-1525,212,242,3,255,257.9
-1450,218,244,2,255,258.65
-1375,224,246,2,255,259.4
-1300,230,247,2,255,260.15
-1225,236,249,1,255,260.9
-1150,243,251,1,255,261.65
-1075,249,253,0,255,262.4
-1000,255,255,0,255,263.15
-925,255,253,0,255,263.9
-850,255,250,0,255,264.65
-775,255,248,0,255,265.4
-700,255,246,0,255,266.15
-625,255,243,0,255,266.9
-550,255,241,0,255,267.65
-475,255,239,0,255,268.4
-400,255,237,0,255,269.15
-325,255,234,0,255,269.9
-250,255,232,0,255,270.65
-175,255,230,0,255,271.4
-100,255,227,0,255,272.15
-25,255,225,0,255,272.9
50,255,223,0,255,273.65
125,255,220,0,255,274.4
200,255,218,0,255,275.15
275,255,216,0,255,275.9
350,255,213,0,255,276.65
425,255,211,0,255,277.4
500,255,209,0,255,278.15
575,255,207,0,255,278.9
650,255,204,0,255,279.65
725,255,202,0,255,280.4
800,255,200,0,255,281.15
875,255,197,0,255,281.9
950,255,195,0,255,282.65
1025,255,193,0,255,283.4
1100,255,190,0,255,284.15
1175,255,188,0,255,284.9
1250,255,186,0,255,285.65
1325,255,183,0,255,286.4
1400,255,181,0,255,287.15
1475,255,179,0,255,287.9
1550,255,177,0,255,288.65
1625,255,174,0,255,289.4
1700,255,172,0,255,290.15
1775,255,170,0,255,290.9
1850,255,167,0,255,291.65
1925,255,165,0,255,292.4
2000,255,161,0,255,293.15
2075,255,157,0,255,293.9
2150,255,153,0,255,294.65
2225,255,149,0,255,295.4
2300,255,144,0,255,296.15
2375,255,140,0,255,296.9
2450,255,136,0,255,297.65
2525,255,132,0,255,298.4
2600,255,128,0,255,299.15
2675,255,124,0,255,299.9
2750,255,120,0,255,300.65
2825,255,116,0,255,301.4
2900,255,111,0,255,302.15
2975,255,107,0,255,302.9
3050,255,103,0,255,303.65
3125,255,99,0,255,304.4
3200,255,95,0,255,305.15
3275,255,91,0,255,305.9
3350,255,87,0,255,306.65
3425,255,83,0,255,307.4
3500,255,78,0,255,308.15
3575,255,74,0,255,308.9
3650,255,70,0,255,309.65
3725,255,66,0,255,310.4
3800,255,62,0,255,311.15
3875,255,58,0,255,311.9
3950,255,54,0,255,312.65
4025,255,50,0,255,313.4
4100,255,45,0,255,314.15
4175,255,41,0,255,314.9
4250,255,37,0,255,315.65
4325,255,33,0,255,316.4
4400,255,29,0,255,317.15
4475,255,25,0,255,317.9
4550,255,21,0,255,318.65
4625,255,17,0,255,319.4
4700,255,12,0,255,320.15
4775,255,8,0,255,320.9
4850,255,4,0,255,321.65
4925,255,0,0,255,322.4
5000,251,0,3,255,323.15
5075,247,0,7,255,323.9
5150,242,0,10,255,324.65
5225,238,0,14,255,325.4
5300,234,0,17,255,326.15
5375,230,0,20,255,326.9
5450,226,0,24,255,327.65
5525,221,0,27,255,328.4
5600,217,0,31,255,329.15
5675,213,0,34,255,329.9
5750,209,0,37,255,330.65
5825,205,0,41,255,331.4
5900,200,0,44,255,332.15
5975,196,0,48,255,332.9
6050,192,0,51,255,333.65
6125,188,0,54,255,334.4
6200,184,0,58,255,335.15
6275,179,0,61,255,335.9
6350,175,0,65,255,336.65
6425,171,0,68,255,337.4
6500,167,0,71,255,338.15
6575,163,0,75,255,338.9
6650,158,0,78,255,339.65
6725,154,0,82,255,340.4
6800,150,0,85,255,341.15
6875,146,0,88,255,341.9
6950,142,0,92,255,342.65
7025,137,0,95,255,343.4
7100,133,0,99,255,344.15
7175,129,0,102,255,344.9
7250,125,0,105,255,345.65
7325,121,0,109,255,346.4
7400,116,0,112,255,347.15
7475,112,0,116,255,347.9
7550,108,0,119,255,348.65
7625,104,0,122,255,349.4
7700,100,0,126,255,350.15
7775,95,0,129,255,350.9
7850,91,0,133,255,351.65
7925,87,0,136,255,352.4
